#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	evidenceSources	elementType	eliteness
chr1	1012381	1015423	GH01J001012	633	.	1012381	1015423	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1015540	1015610	GH01J001015	192	.	1015540	1015610	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1017920	1018050	GH01J001017	91	.	1017920	1018050	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1019000	1022441	GH01J001019	710	.	1019000	1022441	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1023434	1026099	GH01J001023	292	.	1023434	1026099	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1031304	1033801	GH01J001031	432	.	1031304	1033801	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1038671	1042366	GH01J001038	328	.	1038671	1042366	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1048624	1049125	GH01J001048	1	.	1048624	1049125	192,192,192	dbSUPER	Enhancer	-
chr1	1049154	1051853	GH01J001049	137	.	1049154	1051853	160,160,160	dbSUPER	Enhancer	-
chr1	1058360	1058510	GH01J001059	270	.	1058360	1058510	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1058820	1060230	GH01J001058	450	.	1058820	1060230	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1060588	1060964	GH01J001060	71	.	1060588	1060964	192,192,192	dbSUPER	Enhancer	-
chr1	1061590	1065669	GH01J001061	393	.	1061590	1065669	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1066456	1071106	GH01J001066	451	.	1066456	1071106	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr1	1071476	1074965	GH01J001071	330	.	1071476	1074965	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1074975	1075682	GH01J001074	111	.	1074975	1075682	160,160,160	dbSUPER	Enhancer	-
chr1	1077878	1083312	GH01J001077	464	.	1077878	1083312	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr1	1091946	1092691	GH01J001091	71	.	1091946	1092691	192,192,192	dbSUPER	Enhancer	-
chr1	1109320	1110396	GH01J001109	204	.	1109320	1110396	95,95,95	ENCODE(Z-Lab)	Enhancer	-
chr1	1114999	1117001	GH01J001115	409	.	1114999	1117001	255,51,51	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr1	1121336	1123886	GH01J001121	349	.	1121336	1123886	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1124162	1126198	GH01J001124	362	.	1124162	1126198	95,95,95	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr1	1127251	1131231	GH01J001127	399	.	1127251	1131231	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr1	1131816	1138343	GH01J001131	328	.	1131816	1138343	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1141768	1142238	GH01J001141	82	.	1141768	1142238	160,160,160	dbSUPER	Enhancer	-
chr1	1142411	1146210	GH01J001142	323	.	1142411	1146210	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1149404	1151211	GH01J001149	153	.	1149404	1151211	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1153327	1153726	GH01J001154	36	.	1153327	1153726	192,192,192	dbSUPER	Enhancer	-
chr1	1153821	1154355	GH01J001153	126	.	1153821	1154355	160,160,160	dbSUPER	Enhancer	-
chr1	1156217	1160651	GH01J001156	426	.	1156217	1160651	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr1	1161019	1161708	GH01J001161	36	.	1161019	1161708	192,192,192	dbSUPER	Enhancer	-
chr1	1161824	1172576	GH01J001162	329	.	1161824	1172576	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1172893	1174942	GH01J001172	350	.	1172893	1174942	255,102,102	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1176469	1176650	GH01J001176	99	.	1176469	1176650	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1179638	1179698	GH01J001179	184	.	1179638	1179698	255,102,102	EPDnew	Promoter	-
chr1	1189219	1189562	GH01J001189	33	.	1189219	1189562	192,192,192	FANTOM5	Enhancer	-
chr1	1196867	1204856	GH01J001196	456	.	1196867	1204856	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr1	1204873	1209658	GH01J001204	616	.	1204873	1209658	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1210038	1217195	GH01J001210	468	.	1210038	1217195	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1219493	1220409	GH01J001219	144	.	1219493	1220409	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1222611	1223374	GH01J001222	126	.	1222611	1223374	160,160,160	dbSUPER	Enhancer	-
chr1	1227757	1228292	GH01J001227	1	.	1227757	1228292	192,192,192	dbSUPER	Enhancer	-
chr1	1228451	1229188	GH01J001228	71	.	1228451	1229188	192,192,192	dbSUPER	Enhancer	-
chr1	1229548	1233094	GH01J001229	640	.	1229548	1233094	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1234222	1234923	GH01J001234	91	.	1234222	1234923	160,160,160	dbSUPER	Enhancer	-
chr1	1235586	1243534	GH01J001235	595	.	1235586	1243534	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1249800	1251368	GH01J001249	245	.	1249800	1251368	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1254873	1255513	GH01J001254	1	.	1254873	1255513	192,192,192	dbSUPER	Enhancer	-
chr1	1260929	1261590	GH01J001260	82	.	1260929	1261590	160,160,160	dbSUPER	Enhancer	-
chr1	1262113	1266597	GH01J001262	192	.	1262113	1266597	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1267028	1267843	GH01J001268	36	.	1267028	1267843	192,192,192	dbSUPER	Enhancer	-
chr1	1267986	1269156	GH01J001267	56	.	1267986	1269156	192,192,192	dbSUPER	Enhancer	-
chr1	1269752	1275230	GH01J001269	687	.	1269752	1275230	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1280712	1282764	GH01J001280	264	.	1280712	1282764	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1291799	1292090	GH01J001291	330	.	1291799	1292090	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1297400	1300920	GH01J001297	170	.	1297400	1300920	95,95,95	dbSUPER	Enhancer	-
chr1	1303763	1310645	GH01J001303	648	.	1303763	1310645	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1312713	1312773	GH01J001312	198	.	1312713	1312773	255,102,102	EPDnew	Promoter	-
chr1	1315230	1316335	GH01J001315	126	.	1315230	1316335	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1317505	1319932	GH01J001317	335	.	1317505	1319932	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1323799	1326378	GH01J001323	548	.	1323799	1326378	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1330662	1336731	GH01J001330	281	.	1330662	1336731	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1337362	1338241	GH01J001337	99	.	1337362	1338241	160,160,160	dbSUPER	Enhancer	-
chr1	1343366	1351401	GH01J001343	624	.	1343366	1351401	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1351478	1354490	GH01J001351	244	.	1351478	1354490	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1356134	1362606	GH01J001356	715	.	1356134	1362606	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1370968	1372830	GH01J001370	322	.	1370968	1372830	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1373154	1377091	GH01J001373	602	.	1373154	1377091	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1397375	1402851	GH01J001397	595	.	1397375	1402851	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1405250	1408848	GH01J001405	588	.	1405250	1408848	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1410320	1411430	GH01J001410	71	.	1410320	1411430	192,192,192	ENCODE(Z-Lab)	Enhancer	-
chr1	1413304	1413316	GH01J001413	6	.	1413304	1413316	192,192,192	FANTOM5	Enhancer	-
chr1	1419873	1419917	GH01J001419	36	.	1419873	1419917	192,192,192	ENCODE(Z-Lab)	Enhancer	-
chr1	1419999	1420601	GH01J001421	211	.	1419999	1420601	255,102,102	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr1	1420676	1423691	GH01J001420	382	.	1420676	1423691	255,51,51	ENCODE(Z-Lab),EPDnew	Promoter/Enhancer	Elite
chr1	1425445	1426343	GH01J001425	213	.	1425445	1426343	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1427060	1427250	GH01J001429	222	.	1427060	1427250	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1427399	1428001	GH01J001427	353	.	1427399	1428001	255,102,102	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1428217	1436401	GH01J001428	733	.	1428217	1436401	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1437590	1438733	GH01J001437	269	.	1437590	1438733	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1440580	1441665	GH01J001440	291	.	1440580	1441665	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1442180	1442292	GH01J001442	98	.	1442180	1442292	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1461617	1463028	GH01J001461	397	.	1461617	1463028	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1470213	1473201	GH01J001470	570	.	1470213	1473201	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1474600	1475200	GH01J001474	1	.	1474600	1475200	192,192,192	Ensembl	Enhancer	-
chr1	1475600	1475800	GH01J001475	36	.	1475600	1475800	192,192,192	Ensembl	Enhancer	-
chr1	1504480	1506388	GH01J001504	312	.	1504480	1506388	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1510600	1513211	GH01J001510	589	.	1510600	1513211	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1521295	1521319	GH01J001521	9	.	1521295	1521319	192,192,192	FANTOM5	Enhancer	-
chr1	1539209	1541473	GH01J001539	260	.	1539209	1541473	255,102,102	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr1	1542869	1544182	GH01J001542	133	.	1542869	1544182	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1550349	1552297	GH01J001550	133	.	1550349	1552297	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1554328	1555967	GH01J001554	182	.	1554328	1555967	95,95,95	ENCODE(Z-Lab)	Enhancer	-
chr1	1566762	1568896	GH01J001566	82	.	1566762	1568896	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1573068	1576192	GH01J001573	583	.	1573068	1576192	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1576220	1576370	GH01J001576	126	.	1576220	1576370	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1577192	1577892	GH01J001577	126	.	1577192	1577892	160,160,160	ENCODE(Z-Lab)	Enhancer	-
chr1	1596900	1598350	GH01J001596	193	.	1596900	1598350	95,95,95	ENCODE(Z-Lab)	Enhancer	-
chr1	1599599	1600401	GH01J001599	273	.	1599599	1600401	255,102,102	Ensembl	Promoter	-
chr1	1606601	1607851	GH01J001606	153	.	1606601	1607851	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1610397	1612288	GH01J001610	161	.	1610397	1612288	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr1	1613435	1617379	GH01J001613	578	.	1613435	1617379	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr1	1620200	1620350	GH01J001620	183	.	1620200	1620350	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1624487	1638840	GH01J001624	476	.	1624487	1638840	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1639331	1641070	GH01J001639	56	.	1639331	1641070	192,192,192	dbSUPER	Enhancer	-
chr1	1641616	1643566	GH01J001641	1	.	1641616	1643566	192,192,192	dbSUPER	Enhancer	-
chr1	1644932	1645344	GH01J001644	36	.	1644932	1645344	192,192,192	dbSUPER	Enhancer	-
chr1	1654985	1655708	GH01J001654	1	.	1654985	1655708	192,192,192	dbSUPER	Enhancer	-
chr1	1657392	1657452	GH01J001657	156	.	1657392	1657452	255,102,102	EPDnew,dbSUPER	Promoter/Enhancer	Elite
chr1	1658199	1660052	GH01J001658	629	.	1658199	1660052	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1660800	1663401	GH01J001660	194	.	1660800	1663401	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1663744	1666328	GH01J001663	99	.	1663744	1666328	160,160,160	dbSUPER	Enhancer	-
chr1	1669135	1671428	GH01J001669	82	.	1669135	1671428	160,160,160	dbSUPER	Enhancer	-
chr1	1674617	1677054	GH01J001674	56	.	1674617	1677054	192,192,192	dbSUPER	Enhancer	-
chr1	1677292	1679673	GH01J001677	361	.	1677292	1679673	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1680308	1680810	GH01J001682	91	.	1680308	1680810	160,160,160	dbSUPER	Enhancer	-
chr1	1680941	1681151	GH01J001680	192	.	1680941	1681151	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1681408	1681884	GH01J001681	71	.	1681408	1681884	192,192,192	dbSUPER	Enhancer	-
chr1	1683309	1684416	GH01J001683	118	.	1683309	1684416	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1685219	1687479	GH01J001685	321	.	1685219	1687479	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1688030	1689949	GH01J001688	36	.	1688030	1689949	192,192,192	dbSUPER	Enhancer	-
chr1	1691599	1694001	GH01J001691	623	.	1691599	1694001	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1694800	1695446	GH01J001694	118	.	1694800	1695446	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr1	1696372	1697551	GH01J001696	99	.	1696372	1697551	160,160,160	dbSUPER	Enhancer	-
chr1	1698779	1703618	GH01J001698	63	.	1698779	1703618	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr1	1704969	1705998	GH01J001704	1	.	1704969	1705998	192,192,192	dbSUPER	Enhancer	-
chr1	1706430	1708079	GH01J001706	1	.	1706430	1708079	192,192,192	dbSUPER	Enhancer	-
chr1	1708879	1708939	GH01J001708	156	.	1708879	1708939	255,102,102	EPDnew,dbSUPER	Promoter/Enhancer	Elite
chr1	1712064	1712781	GH01J001713	1	.	1712064	1712781	192,192,192	dbSUPER	Enhancer	-
chr1	1712836	1716663	GH01J001712	156	.	1712836	1716663	160,160,160	dbSUPER	Enhancer	-
chr1	1719441	1719501	GH01J001719	94	.	1719441	1719501	255,102,102	EPDnew	Promoter	-
chr1	1721657	1721717	GH01J001721	156	.	1721657	1721717	255,102,102	EPDnew,dbSUPER	Promoter/Enhancer	Elite
chr1	1723325	1725331	GH01J001723	631	.	1723325	1725331	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1727001	1729848	GH01J001727	384	.	1727001	1729848	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1729987	1730768	GH01J001729	1	.	1729987	1730768	192,192,192	dbSUPER	Enhancer	-
chr1	1737473	1740537	GH01J001737	56	.	1737473	1740537	192,192,192	dbSUPER	Enhancer	-
chr1	1740601	1741731	GH01J001740	235	.	1740601	1741731	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1744999	1747201	GH01J001745	619	.	1744999	1747201	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr1	1749046	1750120	GH01J001749	146	.	1749046	1750120	160,160,160	dbSUPER	Enhancer	-
chr1	1750165	1750902	GH01J001750	1	.	1750165	1750902	192,192,192	dbSUPER	Enhancer	-
chr1	1752314	1753748	GH01J001752	99	.	1752314	1753748	160,160,160	dbSUPER	Enhancer	-
chr1	1753865	1754575	GH01J001753	56	.	1753865	1754575	192,192,192	dbSUPER	Enhancer	-
chr1	1757506	1760267	GH01J001757	304	.	1757506	1760267	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1761395	1762645	GH01J001761	56	.	1761395	1762645	192,192,192	dbSUPER	Enhancer	-
chr1	1763041	1763191	GH01J001764	208	.	1763041	1763191	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1763639	1765393	GH01J001763	307	.	1763639	1765393	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr1	1766847	1767933	GH01J001766	1	.	1766847	1767933	192,192,192	dbSUPER	Enhancer	-
chr1	1768173	1769487	GH01J001768	179	.	1768173	1769487	95,95,95	dbSUPER	Enhancer	-
chr1	1771150	1772119	GH01J001771	82	.	1771150	1772119	160,160,160	dbSUPER	Enhancer	-
chr1	1774400	1774851	GH01J001774	56	.	1774400	1774851	192,192,192	dbSUPER	Enhancer	-
chr1	1775224	1783826	GH01J001775	723	.	1775224	1783826	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr1	1784766	1785401	GH01J001784	36	.	1784766	1785401	192,192,192	dbSUPER	Enhancer	-
chr1	1789141	1789291	GH01J001789	144	.	1789141	1789291	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr1	1793029	1794467	GH01J001793	91	.	1793029	1794467	160,160,160	dbSUPER	Enhancer	-
chr1	1795436	1798942	GH01J001795	105	.	1795436	1798942	160,160,160	dbSUPER	Enhancer	-
chr1	1799146	1800878	GH01J001799	143	.	1799146	1800878	160,160,160	dbSUPER	Enhancer	-
chr1	1801243	1802461	GH01J001801	1	.	1801243	1802461	192,192,192	dbSUPER	Enhancer	-
chr1	1802776	1803868	GH01J001802	1	.	1802776	1803868	192,192,192	dbSUPER	Enhancer	-
chr1	1805686	1807774	GH01J001805	56	.	1805686	1807774	192,192,192	dbSUPER	Enhancer	-
